premise	hypothesis
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1540 manufacture is not expensive.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1560 manufacture is not expensive.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1580 manufacture is not expensive.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $400 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $420 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $440 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $460 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $480 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $500 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $520 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $540 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $560 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $580 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $600 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $620 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $640 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $660 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $680 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $700 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $720 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $740 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $760 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $780 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $800 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $820 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $840 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $860 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $880 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $900 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $920 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $940 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $960 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $980 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1000 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1020 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1040 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1060 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1080 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1100 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1120 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1140 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1160 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1180 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1200 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1220 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1240 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1260 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1280 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1300 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1320 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1340 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1360 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1380 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1400 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1420 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1440 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1460 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1480 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1500 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1520 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1540 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1560 manufacture is not cheap.
A $1200 manufacture is expensive. A $800 manufacture is cheap.	A $1580 manufacture is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $80 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $84 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $88 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $92 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $96 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $100 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $104 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $108 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $112 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $116 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $120 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $124 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $128 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $132 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $136 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $140 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $144 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $148 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $152 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $156 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $160 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $164 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $168 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $172 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $176 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $180 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $184 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $188 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $192 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $196 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $200 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $204 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $208 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $212 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $216 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $220 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $224 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $228 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $232 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $236 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $240 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $244 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $248 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $252 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $256 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $260 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $264 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $268 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $272 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $276 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $280 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $284 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $288 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $292 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $296 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $300 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $304 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $308 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $312 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $316 paint is not expensive.
A $240 paint is expensive. A $160 paint is cheap.	A $80 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $84 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $88 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $92 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $96 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $100 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $104 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $108 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $112 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $116 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $120 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $124 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $128 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $132 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $136 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $140 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $144 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $148 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $152 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $156 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $160 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $164 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $168 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $172 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $176 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $180 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $184 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $188 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $192 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $196 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $200 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $204 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $208 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $212 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $216 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $220 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $224 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $228 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $232 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $236 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $240 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $244 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $248 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $252 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $256 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $260 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $264 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $268 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $272 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $276 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $280 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $284 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $288 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $292 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $296 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $300 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $304 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $308 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $312 paint is not cheap.
A $240 paint is expensive. A $160 paint is cheap.	A $316 paint is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $80 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $84 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $88 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $92 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $96 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $100 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $104 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $108 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $112 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $116 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $120 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $124 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $128 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $132 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $136 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $140 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $144 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $148 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $152 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $156 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $160 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $164 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $168 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $172 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $176 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $180 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $184 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $188 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $192 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $196 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $200 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $204 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $208 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $212 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $216 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $220 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $224 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $228 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $232 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $236 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $240 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $244 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $248 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $252 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $256 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $260 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $264 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $268 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $272 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $276 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $280 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $284 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $288 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $292 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $296 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $300 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $304 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $308 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $312 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $316 gun is not expensive.
A $240 gun is expensive. A $160 gun is cheap.	A $80 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $84 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $88 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $92 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $96 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $100 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $104 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $108 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $112 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $116 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $120 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $124 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $128 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $132 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $136 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $140 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $144 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $148 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $152 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $156 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $160 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $164 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $168 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $172 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $176 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $180 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $184 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $188 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $192 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $196 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $200 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $204 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $208 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $212 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $216 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $220 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $224 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $228 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $232 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $236 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $240 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $244 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $248 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $252 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $256 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $260 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $264 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $268 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $272 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $276 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $280 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $284 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $288 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $292 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $296 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $300 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $304 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $308 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $312 gun is not cheap.
A $240 gun is expensive. A $160 gun is cheap.	A $316 gun is not cheap.
A $1560 basketball is expensive. A $1040 basketball is cheap.	A $520 basketball is not expensive.
A $1560 basketball is expensive. A $1040 basketball is cheap.	A $546 basketball is not expensive.
