premise	hypothesis	label
The artwork is neat.	The artwork is relatively neat.	entailment
The artwork is relatively neat.	The artwork is neat.	not_entailment
The glass is tall.	The glass is relatively tall.	entailment
The glass is relatively tall.	The glass is tall.	not_entailment
The ending is different.	The ending is relatively different.	entailment
The ending is relatively different.	The ending is different.	not_entailment
The messaging is different.	The messaging is relatively different.	entailment
The messaging is relatively different.	The messaging is different.	not_entailment
The media is crazy.	The media is relatively crazy.	entailment
The media is relatively crazy.	The media is crazy.	not_entailment
The minimum is acceptable.	The minimum is relatively acceptable.	entailment
The minimum is relatively acceptable.	The minimum is acceptable.	not_entailment
The girl is silent.	The girl is relatively silent.	entailment
The girl is relatively silent.	The girl is silent.	not_entailment
The bottom is fat.	The bottom is relatively fat.	entailment
The bottom is relatively fat.	The bottom is fat.	not_entailment
The goal is possible.	The goal is relatively possible.	entailment
The goal is relatively possible.	The goal is possible.	not_entailment
The tune is odd.	The tune is relatively odd.	entailment
The tune is relatively odd.	The tune is odd.	not_entailment
The fit is odd.	The fit is relatively odd.	entailment
The fit is relatively odd.	The fit is odd.	not_entailment
The grove is long.	The grove is relatively long.	entailment
The grove is relatively long.	The grove is long.	not_entailment
The connection is impossible.	The connection is relatively impossible.	entailment
The connection is relatively impossible.	The connection is impossible.	not_entailment
The youth is hungry.	The youth is relatively hungry.	entailment
The youth is relatively hungry.	The youth is hungry.	not_entailment
The mission is impossible.	The mission is relatively impossible.	entailment
The mission is relatively impossible.	The mission is impossible.	not_entailment
The stuff is neat.	The stuff is relatively neat.	entailment
The stuff is relatively neat.	The stuff is neat.	not_entailment
The guy is rich.	The guy is relatively rich.	entailment
The guy is relatively rich.	The guy is rich.	not_entailment
The cat is healthy.	The cat is relatively healthy.	entailment
The cat is relatively healthy.	The cat is healthy.	not_entailment
The smith is rich.	The smith is relatively rich.	entailment
The smith is relatively rich.	The smith is rich.	not_entailment
The ratio is acceptable.	The ratio is relatively acceptable.	entailment
The ratio is relatively acceptable.	The ratio is acceptable.	not_entailment
The guy is straight.	The guy is relatively straight.	entailment
The guy is relatively straight.	The guy is straight.	not_entailment
The concept is neat.	The concept is relatively neat.	entailment
The concept is relatively neat.	The concept is neat.	not_entailment
The water is low.	The water is relatively low.	entailment
The water is relatively low.	The water is low.	not_entailment
The sea is rough.	The sea is relatively rough.	entailment
The sea is relatively rough.	The sea is rough.	not_entailment
The industry is crazy.	The industry is relatively crazy.	entailment
The industry is relatively crazy.	The industry is crazy.	not_entailment
The sun is weak.	The sun is relatively weak.	entailment
The sun is relatively weak.	The sun is weak.	not_entailment
The news is cold.	The news is relatively cold.	entailment
The news is relatively cold.	The news is cold.	not_entailment
The man is hungry.	The man is relatively hungry.	entailment
The man is relatively hungry.	The man is hungry.	not_entailment
The pattern is neat.	The pattern is relatively neat.	entailment
The pattern is relatively neat.	The pattern is neat.	not_entailment
The ceiling is low.	The ceiling is relatively low.	entailment
The ceiling is relatively low.	The ceiling is low.	not_entailment
The film is bad.	The film is relatively bad.	entailment
The film is relatively bad.	The film is bad.	not_entailment
The architecture is modern.	The architecture is relatively modern.	entailment
The architecture is relatively modern.	The architecture is modern.	not_entailment
The river is dirty.	The river is relatively dirty.	entailment
The river is relatively dirty.	The river is dirty.	not_entailment
The output is normal.	The output is relatively normal.	entailment
The output is relatively normal.	The output is normal.	not_entailment
The gnome is simple.	The gnome is relatively simple.	entailment
The gnome is relatively simple.	The gnome is simple.	not_entailment
The fuel is cheap.	The fuel is relatively cheap.	entailment
The fuel is relatively cheap.	The fuel is cheap.	not_entailment
The reed is straight.	The reed is relatively straight.	entailment
The reed is relatively straight.	The reed is straight.	not_entailment
The universe is dangerous.	The universe is relatively dangerous.	entailment
The universe is relatively dangerous.	The universe is dangerous.	not_entailment
The balance is odd.	The balance is relatively odd.	entailment
The balance is relatively odd.	The balance is odd.	not_entailment
The touch is gentle.	The touch is relatively gentle.	entailment
The touch is relatively gentle.	The touch is gentle.	not_entailment
The tone is odd.	The tone is relatively odd.	entailment
The tone is relatively odd.	The tone is odd.	not_entailment
The shape is neat.	The shape is relatively neat.	entailment
The shape is relatively neat.	The shape is neat.	not_entailment
The enemy is dangerous.	The enemy is relatively dangerous.	entailment
The enemy is relatively dangerous.	The enemy is dangerous.	not_entailment
The committee is independent.	The committee is relatively independent.	entailment
The committee is relatively independent.	The committee is independent.	not_entailment
The situation is bad.	The situation is relatively bad.	entailment
The situation is relatively bad.	The situation is bad.	not_entailment
The roof is neat.	The roof is relatively neat.	entailment
The roof is relatively neat.	The roof is neat.	not_entailment
The past is uncertain.	The past is relatively uncertain.	entailment
The past is relatively uncertain.	The past is uncertain.	not_entailment
The landscape is rich.	The landscape is relatively rich.	entailment
The landscape is relatively rich.	The landscape is rich.	not_entailment
The brochure is complete.	The brochure is relatively complete.	entailment
The brochure is relatively complete.	The brochure is complete.	not_entailment
The garden is small.	The garden is relatively small.	entailment
The garden is relatively small.	The garden is small.	not_entailment
The moon is weak.	The moon is relatively weak.	entailment
The moon is relatively weak.	The moon is weak.	not_entailment
The default is acceptable.	The default is relatively acceptable.	entailment
The default is relatively acceptable.	The default is acceptable.	not_entailment
The math is bad.	The math is relatively bad.	entailment
The math is relatively bad.	The math is bad.	not_entailment
The boy is sick.	The boy is relatively sick.	entailment
The boy is relatively sick.	The boy is sick.	not_entailment
The point is vague.	The point is relatively vague.	entailment
The point is relatively vague.	The point is vague.	not_entailment
The miller is happy.	The miller is relatively happy.	entailment
The miller is relatively happy.	The miller is happy.	not_entailment
The article is long.	The article is relatively long.	entailment
The article is relatively long.	The article is long.	not_entailment
The west is straight.	The west is relatively straight.	entailment
The west is relatively straight.	The west is straight.	not_entailment
The risk is definite.	The risk is relatively definite.	entailment
The risk is relatively definite.	The risk is definite.	not_entailment
The book is short.	The book is relatively short.	entailment
The book is relatively short.	The book is short.	not_entailment
The word is far.	The word is relatively far.	entailment
The word is relatively far.	The word is far.	not_entailment
The mission is possible.	The mission is relatively possible.	entailment
The mission is relatively possible.	The mission is possible.	not_entailment
The route is straight.	The route is relatively straight.	entailment
The route is relatively straight.	The route is straight.	not_entailment
The villa is old.	The villa is relatively old.	entailment
The villa is relatively old.	The villa is old.	not_entailment
The gnome is long.	The gnome is relatively long.	entailment
The gnome is relatively long.	The gnome is long.	not_entailment
The tourist is happy.	The tourist is relatively happy.	entailment
The tourist is relatively happy.	The tourist is happy.	not_entailment
The movie is bad.	The movie is relatively bad.	entailment
The movie is relatively bad.	The movie is bad.	not_entailment
The restaurant is nice.	The restaurant is relatively nice.	entailment
The restaurant is relatively nice.	The restaurant is nice.	not_entailment
The quality is acceptable.	The quality is relatively acceptable.	entailment
The quality is relatively acceptable.	The quality is acceptable.	not_entailment
The pizza is good.	The pizza is relatively good.	entailment
The pizza is relatively good.	The pizza is good.	not_entailment
The lead is narrow.	The lead is relatively narrow.	entailment
The lead is relatively narrow.	The lead is narrow.	not_entailment
The reed is thin.	The reed is relatively thin.	entailment
The reed is relatively thin.	The reed is thin.	not_entailment
The girl is happy.	The girl is relatively happy.	entailment
The girl is relatively happy.	The girl is happy.	not_entailment
The soil is shallow.	The soil is relatively shallow.	entailment
The soil is relatively shallow.	The soil is shallow.	not_entailment
The house is cool.	The house is relatively cool.	entailment
The house is relatively cool.	The house is cool.	not_entailment
The booty is big.	The booty is relatively big.	entailment
The booty is relatively big.	The booty is big.	not_entailment
The timing is uncertain.	The timing is relatively uncertain.	entailment
The timing is relatively uncertain.	The timing is uncertain.	not_entailment
The earth is wet.	The earth is relatively wet.	entailment
The earth is relatively wet.	The earth is wet.	not_entailment
The handbook is interesting.	The handbook is relatively interesting.	entailment
The handbook is relatively interesting.	The handbook is interesting.	not_entailment
The balance is uncertain.	The balance is relatively uncertain.	entailment
The balance is relatively uncertain.	The balance is uncertain.	not_entailment
The milk is dry.	The milk is relatively dry.	entailment
The milk is relatively dry.	The milk is dry.	not_entailment
The wolf is healthy.	The wolf is relatively healthy.	entailment
The wolf is relatively healthy.	The wolf is healthy.	not_entailment
The line is direct.	The line is relatively direct.	entailment
The line is relatively direct.	The line is direct.	not_entailment
The crowd is thin.	The crowd is relatively thin.	entailment
The crowd is relatively thin.	The crowd is thin.	not_entailment
The pocket is shallow.	The pocket is relatively shallow.	entailment
The pocket is relatively shallow.	The pocket is shallow.	not_entailment
The contract is complete.	The contract is relatively complete.	entailment
The contract is relatively complete.	The contract is complete.	not_entailment
The requirement is impossible.	The requirement is relatively impossible.	entailment
The requirement is relatively impossible.	The requirement is impossible.	not_entailment
The universe is possible.	The universe is relatively possible.	entailment
The universe is relatively possible.	The universe is possible.	not_entailment
The pull is strong.	The pull is relatively strong.	entailment
The pull is relatively strong.	The pull is strong.	not_entailment
The moment is special.	The moment is relatively special.	entailment
The moment is relatively special.	The moment is special.	not_entailment
The interface is smooth.	The interface is relatively smooth.	entailment
The interface is relatively smooth.	The interface is smooth.	not_entailment
The pottery is interesting.	The pottery is relatively interesting.	entailment
The pottery is relatively interesting.	The pottery is interesting.	not_entailment
The quest is impossible.	The quest is relatively impossible.	entailment
The quest is relatively impossible.	The quest is impossible.	not_entailment
The dragon is fat.	The dragon is relatively fat.	entailment
The dragon is relatively fat.	The dragon is fat.	not_entailment
The airport is suitable.	The airport is relatively suitable.	entailment
The airport is relatively suitable.	The airport is suitable.	not_entailment
The field is wide.	The field is relatively wide.	entailment
The field is relatively wide.	The field is wide.	not_entailment
The ice is thin.	The ice is relatively thin.	entailment
The ice is relatively thin.	The ice is thin.	not_entailment
The leadership is weak.	The leadership is relatively weak.	entailment
The leadership is relatively weak.	The leadership is weak.	not_entailment
The truth is cold.	The truth is relatively cold.	entailment
The truth is relatively cold.	The truth is cold.	not_entailment
The dynamic is odd.	The dynamic is relatively odd.	entailment
The dynamic is relatively odd.	The dynamic is odd.	not_entailment
The way is difficult.	The way is relatively difficult.	entailment
The way is relatively difficult.	The way is difficult.	not_entailment
The horse is safe.	The horse is relatively safe.	entailment
The horse is relatively safe.	The horse is safe.	not_entailment
The court is silent.	The court is relatively silent.	entailment
The court is relatively silent.	The court is silent.	not_entailment
The potter is poor.	The potter is relatively poor.	entailment
The potter is relatively poor.	The potter is poor.	not_entailment
The federation is independent.	The federation is relatively independent.	entailment
The federation is relatively independent.	The federation is independent.	not_entailment
The mission is complete.	The mission is relatively complete.	entailment
The mission is relatively complete.	The mission is complete.	not_entailment
The lingerie is clean.	The lingerie is relatively clean.	entailment
The lingerie is relatively clean.	The lingerie is clean.	not_entailment
The finder is independent.	The finder is relatively independent.	entailment
The finder is relatively independent.	The finder is independent.	not_entailment
The housing is poor.	The housing is relatively poor.	entailment
The housing is relatively poor.	The housing is poor.	not_entailment
The minimum is certain.	The minimum is relatively certain.	entailment
The minimum is relatively certain.	The minimum is certain.	not_entailment
The pottery is flat.	The pottery is relatively flat.	entailment
The pottery is relatively flat.	The pottery is flat.	not_entailment
The walker is strong.	The walker is relatively strong.	entailment
The walker is relatively strong.	The walker is strong.	not_entailment
The guy is crazy.	The guy is relatively crazy.	entailment
The guy is relatively crazy.	The guy is crazy.	not_entailment
The ocean is clean.	The ocean is relatively clean.	entailment
The ocean is relatively clean.	The ocean is clean.	not_entailment
The soil is dry.	The soil is relatively dry.	entailment
The soil is relatively dry.	The soil is dry.	not_entailment
The sand is wet.	The sand is relatively wet.	entailment
The sand is relatively wet.	The sand is wet.	not_entailment
The opposition is weak.	The opposition is relatively weak.	entailment
The opposition is relatively weak.	The opposition is weak.	not_entailment
The jewellery is big.	The jewellery is relatively big.	entailment
The jewellery is relatively big.	The jewellery is big.	not_entailment
The ending is uncertain.	The ending is relatively uncertain.	entailment
The ending is relatively uncertain.	The ending is uncertain.	not_entailment
The villa is similar.	The villa is relatively similar.	entailment
The villa is relatively similar.	The villa is similar.	not_entailment
The objective is clear.	The objective is relatively clear.	entailment
The objective is relatively clear.	The objective is clear.	not_entailment
The mood is gentle.	The mood is relatively gentle.	entailment
The mood is relatively gentle.	The mood is gentle.	not_entailment
The dollar is weak.	The dollar is relatively weak.	entailment
The dollar is relatively weak.	The dollar is weak.	not_entailment
The edge is narrow.	The edge is relatively narrow.	entailment
The edge is relatively narrow.	The edge is narrow.	not_entailment
The inside is clean.	The inside is relatively clean.	entailment
The inside is relatively clean.	The inside is clean.	not_entailment
The floor is thin.	The floor is relatively thin.	entailment
The floor is relatively thin.	The floor is thin.	not_entailment
The house is cold.	The house is relatively cold.	entailment
The house is relatively cold.	The house is cold.	not_entailment
The diagnosis is uncertain.	The diagnosis is relatively uncertain.	entailment
The diagnosis is relatively uncertain.	The diagnosis is uncertain.	not_entailment
The workforce is young.	The workforce is relatively young.	entailment
The workforce is relatively young.	The workforce is young.	not_entailment
The weather is wet.	The weather is relatively wet.	entailment
The weather is relatively wet.	The weather is wet.	not_entailment
The trunk is wide.	The trunk is relatively wide.	entailment
The trunk is relatively wide.	The trunk is wide.	not_entailment
The subject is rich.	The subject is relatively rich.	entailment
The subject is relatively rich.	The subject is rich.	not_entailment
The duke is gentle.	The duke is relatively gentle.	entailment
The duke is relatively gentle.	The duke is gentle.	not_entailment
The bed is dirty.	The bed is relatively dirty.	entailment
The bed is relatively dirty.	The bed is dirty.	not_entailment
The radio is silent.	The radio is relatively silent.	entailment
The radio is relatively silent.	The radio is silent.	not_entailment
The princess is sick.	The princess is relatively sick.	entailment
The princess is relatively sick.	The princess is sick.	not_entailment
The oracle is complete.	The oracle is relatively complete.	entailment
The oracle is relatively complete.	The oracle is complete.	not_entailment
The ground is dry.	The ground is relatively dry.	entailment
The ground is relatively dry.	The ground is dry.	not_entailment
The problem is big.	The problem is relatively big.	entailment
The problem is relatively big.	The problem is big.	not_entailment
The beer is cold.	The beer is relatively cold.	entailment
The beer is relatively cold.	The beer is cold.	not_entailment
The word is crazy.	The word is relatively crazy.	entailment
The word is relatively crazy.	The word is crazy.	not_entailment
The cost is big.	The cost is relatively big.	entailment
The cost is relatively big.	The cost is big.	not_entailment
The fund is independent.	The fund is relatively independent.	entailment
The fund is relatively independent.	The fund is independent.	not_entailment
The city is dirty.	The city is relatively dirty.	entailment
The city is relatively dirty.	The city is dirty.	not_entailment
The owner is happy.	The owner is relatively happy.	entailment
The owner is relatively happy.	The owner is happy.	not_entailment
The economy is uncertain.	The economy is relatively uncertain.	entailment
The economy is relatively uncertain.	The economy is uncertain.	not_entailment
The effect is gentle.	The effect is relatively gentle.	entailment
The effect is relatively gentle.	The effect is gentle.	not_entailment
The entrance is shallow.	The entrance is relatively shallow.	entailment
The entrance is relatively shallow.	The entrance is shallow.	not_entailment
The transition is complete.	The transition is relatively complete.	entailment
The transition is relatively complete.	The transition is complete.	not_entailment
The shower is hot.	The shower is relatively hot.	entailment
The shower is relatively hot.	The shower is hot.	not_entailment
The plan is interesting.	The plan is relatively interesting.	entailment
The plan is relatively interesting.	The plan is interesting.	not_entailment
The no is definite.	The no is relatively definite.	entailment
The no is relatively definite.	The no is definite.	not_entailment
The girl is safe.	The girl is relatively safe.	entailment
The girl is relatively safe.	The girl is safe.	not_entailment
The truth is acceptable.	The truth is relatively acceptable.	entailment
The truth is relatively acceptable.	The truth is acceptable.	not_entailment
The prince is sick.	The prince is relatively sick.	entailment
The prince is relatively sick.	The prince is sick.	not_entailment
The person is safe.	The person is relatively safe.	entailment
The person is relatively safe.	The person is safe.	not_entailment
The world is cool.	The world is relatively cool.	entailment
The world is relatively cool.	The world is cool.	not_entailment
The basin is dry.	The basin is relatively dry.	entailment
The basin is relatively dry.	The basin is dry.	not_entailment
The mathematics is interesting.	The mathematics is relatively interesting.	entailment
The mathematics is relatively interesting.	The mathematics is interesting.	not_entailment
The stadium is modern.	The stadium is relatively modern.	entailment
The stadium is relatively modern.	The stadium is modern.	not_entailment
The conclusion is similar.	The conclusion is relatively similar.	entailment
The conclusion is relatively similar.	The conclusion is similar.	not_entailment
The view is nice.	The view is relatively nice.	entailment
The view is relatively nice.	The view is nice.	not_entailment
The sound is good.	The sound is relatively good.	entailment
The sound is relatively good.	The sound is good.	not_entailment
The market is uncertain.	The market is relatively uncertain.	entailment
The market is relatively uncertain.	The market is uncertain.	not_entailment
The market is rough.	The market is relatively rough.	entailment
The market is relatively rough.	The market is rough.	not_entailment
The hour is short.	The hour is relatively short.	entailment
The hour is relatively short.	The hour is short.	not_entailment
The woman is safe.	The woman is relatively safe.	entailment
The woman is relatively safe.	The woman is safe.	not_entailment
The outcome is interesting.	The outcome is relatively interesting.	entailment
The outcome is relatively interesting.	The outcome is interesting.	not_entailment
The movie is cool.	The movie is relatively cool.	entailment
The movie is relatively cool.	The movie is cool.	not_entailment
The harbor is wide.	The harbor is relatively wide.	entailment
The harbor is relatively wide.	The harbor is wide.	not_entailment
The surface is clean.	The surface is relatively clean.	entailment
The surface is relatively clean.	The surface is clean.	not_entailment
The cycle is complete.	The cycle is relatively complete.	entailment
The cycle is relatively complete.	The cycle is complete.	not_entailment
The memorabilia is large.	The memorabilia is relatively large.	entailment
The memorabilia is relatively large.	The memorabilia is large.	not_entailment
The locator is possible.	The locator is relatively possible.	entailment
The locator is relatively possible.	The locator is possible.	not_entailment
The climate is suitable.	The climate is relatively suitable.	entailment
The climate is relatively suitable.	The climate is suitable.	not_entailment
The drama is certain.	The drama is relatively certain.	entailment
The drama is relatively certain.	The drama is certain.	not_entailment
The climate is hot.	The climate is relatively hot.	entailment
The climate is relatively hot.	The climate is hot.	not_entailment
The knife is straight.	The knife is relatively straight.	entailment
The knife is relatively straight.	The knife is straight.	not_entailment
The novel is long.	The novel is relatively long.	entailment
The novel is relatively long.	The novel is long.	not_entailment
The hunter is hungry.	The hunter is relatively hungry.	entailment
The hunter is relatively hungry.	The hunter is hungry.	not_entailment
The transition is possible.	The transition is relatively possible.	entailment
The transition is relatively possible.	The transition is possible.	not_entailment
The architecture is interesting.	The architecture is relatively interesting.	entailment
The architecture is relatively interesting.	The architecture is interesting.	not_entailment
The air is thick.	The air is relatively thick.	entailment
The air is relatively thick.	The air is thick.	not_entailment
The contact is direct.	The contact is relatively direct.	entailment
The contact is relatively direct.	The contact is direct.	not_entailment
The bottom is possible.	The bottom is relatively possible.	entailment
The bottom is relatively possible.	The bottom is possible.	not_entailment
The wood is heavy.	The wood is relatively heavy.	entailment
The wood is relatively heavy.	The wood is heavy.	not_entailment
The man is safe.	The man is relatively safe.	entailment
The man is relatively safe.	The man is safe.	not_entailment
The florist is new.	The florist is relatively new.	entailment
The florist is relatively new.	The florist is new.	not_entailment
The inside is cool.	The inside is relatively cool.	entailment
The inside is relatively cool.	The inside is cool.	not_entailment
The glass is straight.	The glass is relatively straight.	entailment
The glass is relatively straight.	The glass is straight.	not_entailment
The outcome is uncertain.	The outcome is relatively uncertain.	entailment
The outcome is relatively uncertain.	The outcome is uncertain.	not_entailment
The soup is cold.	The soup is relatively cold.	entailment
The soup is relatively cold.	The soup is cold.	not_entailment
The nose is normal.	The nose is relatively normal.	entailment
The nose is relatively normal.	The nose is normal.	not_entailment
The location is suitable.	The location is relatively suitable.	entailment
The location is relatively suitable.	The location is suitable.	not_entailment
The game is different.	The game is relatively different.	entailment
The game is relatively different.	The game is different.	not_entailment
The government is weak.	The government is relatively weak.	entailment
The government is relatively weak.	The government is weak.	not_entailment
The journey is possible.	The journey is relatively possible.	entailment
The journey is relatively possible.	The journey is possible.	not_entailment
The copyright is original.	The copyright is relatively original.	entailment
The copyright is relatively original.	The copyright is original.	not_entailment
The lingerie is certain.	The lingerie is relatively certain.	entailment
The lingerie is relatively certain.	The lingerie is certain.	not_entailment
The balance is acceptable.	The balance is relatively acceptable.	entailment
The balance is relatively acceptable.	The balance is acceptable.	not_entailment
The castle is modern.	The castle is relatively modern.	entailment
The castle is relatively modern.	The castle is modern.	not_entailment
The battery is safe.	The battery is relatively safe.	entailment
The battery is relatively safe.	The battery is safe.	not_entailment
The hat is heavy.	The hat is relatively heavy.	entailment
The hat is relatively heavy.	The hat is heavy.	not_entailment
The ocean is wet.	The ocean is relatively wet.	entailment
The ocean is relatively wet.	The ocean is wet.	not_entailment
The installation is complete.	The installation is relatively complete.	entailment
The installation is relatively complete.	The installation is complete.	not_entailment
The town is small.	The town is relatively small.	entailment
The town is relatively small.	The town is small.	not_entailment
The way is easy.	The way is relatively easy.	entailment
The way is relatively easy.	The way is easy.	not_entailment
The girl is young.	The girl is relatively young.	entailment
The girl is relatively young.	The girl is young.	not_entailment
The skin is smooth.	The skin is relatively smooth.	entailment
The skin is relatively smooth.	The skin is smooth.	not_entailment
The circle is wide.	The circle is relatively wide.	entailment
The circle is relatively wide.	The circle is wide.	not_entailment
The carpet is dry.	The carpet is relatively dry.	entailment
The carpet is relatively dry.	The carpet is dry.	not_entailment
The story is vague.	The story is relatively vague.	entailment
The story is relatively vague.	The story is vague.	not_entailment
The sky is heavy.	The sky is relatively heavy.	entailment
The sky is relatively heavy.	The sky is heavy.	not_entailment
The drug is expensive.	The drug is relatively expensive.	entailment
The drug is relatively expensive.	The drug is expensive.	not_entailment
The lifestyle is different.	The lifestyle is relatively different.	entailment
The lifestyle is relatively different.	The lifestyle is different.	not_entailment
The grove is happy.	The grove is relatively happy.	entailment
The grove is relatively happy.	The grove is happy.	not_entailment
The messaging is direct.	The messaging is relatively direct.	entailment
The messaging is relatively direct.	The messaging is direct.	not_entailment
The field is dirty.	The field is relatively dirty.	entailment
The field is relatively dirty.	The field is dirty.	not_entailment
The change is possible.	The change is relatively possible.	entailment
The change is relatively possible.	The change is possible.	not_entailment
The conclusion is clear.	The conclusion is relatively clear.	entailment
The conclusion is relatively clear.	The conclusion is clear.	not_entailment
The bridge is narrow.	The bridge is relatively narrow.	entailment
The bridge is relatively narrow.	The bridge is narrow.	not_entailment
The dell is wide.	The dell is relatively wide.	entailment
The dell is relatively wide.	The dell is wide.	not_entailment
The band is young.	The band is relatively young.	entailment
The band is relatively young.	The band is young.	not_entailment
The marriage is happy.	The marriage is relatively happy.	entailment
The marriage is relatively happy.	The marriage is happy.	not_entailment
The lighting is odd.	The lighting is relatively odd.	entailment
The lighting is relatively odd.	The lighting is odd.	not_entailment
The lake is wet.	The lake is relatively wet.	entailment
The lake is relatively wet.	The lake is wet.	not_entailment
The world is impossible.	The world is relatively impossible.	entailment
The world is relatively impossible.	The world is impossible.	not_entailment
The question is simple.	The question is relatively simple.	entailment
The question is relatively simple.	The question is simple.	not_entailment
The team is safe.	The team is relatively safe.	entailment
The team is relatively safe.	The team is safe.	not_entailment
The villa is suitable.	The villa is relatively suitable.	entailment
The villa is relatively suitable.	The villa is suitable.	not_entailment
The past is dirty.	The past is relatively dirty.	entailment
The past is relatively dirty.	The past is dirty.	not_entailment
The result is certain.	The result is relatively certain.	entailment
The result is relatively certain.	The result is certain.	not_entailment
The forecast is poor.	The forecast is relatively poor.	entailment
The forecast is relatively poor.	The forecast is poor.	not_entailment
The disaster is certain.	The disaster is relatively certain.	entailment
The disaster is relatively certain.	The disaster is certain.	not_entailment
The jewellery is similar.	The jewellery is relatively similar.	entailment
The jewellery is relatively similar.	The jewellery is similar.	not_entailment
The ending is certain.	The ending is relatively certain.	entailment
The ending is relatively certain.	The ending is certain.	not_entailment
The oracle is original.	The oracle is relatively original.	entailment
The oracle is relatively original.	The oracle is original.	not_entailment
The present is uncertain.	The present is relatively uncertain.	entailment
The present is relatively uncertain.	The present is uncertain.	not_entailment
The city is neat.	The city is relatively neat.	entailment
The city is relatively neat.	The city is neat.	not_entailment
The design is interesting.	The design is relatively interesting.	entailment
The design is relatively interesting.	The design is interesting.	not_entailment
The effect is big.	The effect is relatively big.	entailment
The effect is relatively big.	The effect is big.	not_entailment
The path is narrow.	The path is relatively narrow.	entailment
The path is relatively narrow.	The path is narrow.	not_entailment
The path is dangerous.	The path is relatively dangerous.	entailment
The path is relatively dangerous.	The path is dangerous.	not_entailment
The font is original.	The font is relatively original.	entailment
The font is relatively original.	The font is original.	not_entailment
The status is uncertain.	The status is relatively uncertain.	entailment
The status is relatively uncertain.	The status is uncertain.	not_entailment
The culture is rich.	The culture is relatively rich.	entailment
The culture is relatively rich.	The culture is rich.	not_entailment
The floor is dirty.	The floor is relatively dirty.	entailment
The floor is relatively dirty.	The floor is dirty.	not_entailment
The sand is thick.	The sand is relatively thick.	entailment
The sand is relatively thick.	The sand is thick.	not_entailment
The safari is cheap.	The safari is relatively cheap.	entailment
The safari is relatively cheap.	The safari is cheap.	not_entailment
The field is flat.	The field is relatively flat.	entailment
The field is relatively flat.	The field is flat.	not_entailment
The technology is interesting.	The technology is relatively interesting.	entailment
The technology is relatively interesting.	The technology is interesting.	not_entailment
