premise	hypothesis	label
The grove is nice.	The grove is lovely	not_entailment
The grove is lovely	The grove is nice.	entailment
The press is disappointed.	The press is frustrated	not_entailment
The press is frustrated	The press is disappointed.	entailment
The florist is poor.	The florist is indigent	not_entailment
The florist is indigent	The florist is poor.	entailment
The neighborhood is pretty.	The neighborhood is gorgeous	not_entailment
The neighborhood is gorgeous	The neighborhood is pretty.	entailment
The villa is famous.	The villa is notable	not_entailment
The villa is notable	The villa is famous.	entailment
The medicine is expensive.	The medicine is exorbitant	not_entailment
The medicine is exorbitant	The medicine is expensive.	entailment
The band is cute.	The band is gorgeous	not_entailment
The band is gorgeous	The band is cute.	entailment
The earth is cold.	The earth is freezing	not_entailment
The earth is freezing	The earth is cold.	entailment
The library is quiet.	The library is silent	not_entailment
The library is silent	The library is quiet.	entailment
The situation is sad.	The situation is miserable	not_entailment
The situation is miserable	The situation is sad.	entailment
The situation is ugly.	The situation is hideous	not_entailment
The situation is hideous	The situation is ugly.	entailment
The grove is small.	The grove is tiny	not_entailment
The grove is tiny	The grove is small.	entailment
The future is interesting.	The future is fascinating	not_entailment
The future is fascinating	The future is interesting.	entailment
The fish is uncommon.	The fish is rare	not_entailment
The fish is rare	The fish is uncommon.	entailment
The beef is plenty.	The beef is abundant	not_entailment
The beef is abundant	The beef is plenty.	entailment
The truth is ugly.	The truth is hideous	not_entailment
The truth is hideous	The truth is ugly.	entailment
The town is small.	The town is tiny	not_entailment
The town is tiny	The town is small.	entailment
The bread is thin.	The bread is skinny	not_entailment
The bread is skinny	The bread is thin.	entailment
The beer is good.	The beer is excellent	not_entailment
The beer is excellent	The beer is good.	entailment
The unknown is scary.	The unknown is frightening	not_entailment
The unknown is frightening	The unknown is scary.	entailment
The christmas is scary.	The christmas is frightening	not_entailment
The christmas is frightening	The christmas is scary.	entailment
The cold is awful.	The cold is dreadful	not_entailment
The cold is dreadful	The cold is awful.	entailment
The concept is scary.	The concept is frightening	not_entailment
The concept is frightening	The concept is scary.	entailment
The process is expensive.	The process is exorbitant	not_entailment
The process is exorbitant	The process is expensive.	entailment
The jimmy is dirty.	The jimmy is filthy	not_entailment
The jimmy is filthy	The jimmy is dirty.	entailment
The president is tired.	The president is exhausted	not_entailment
The president is exhausted	The president is tired.	entailment
The background is pretty.	The background is gorgeous	not_entailment
The background is gorgeous	The background is pretty.	entailment
The wind is cold.	The wind is freezing	not_entailment
The wind is freezing	The wind is cold.	entailment
The pottery is small.	The pottery is tiny	not_entailment
The pottery is tiny	The pottery is small.	entailment
The show is cute.	The show is gorgeous	not_entailment
The show is gorgeous	The show is cute.	entailment
The conversation is lively.	The conversation is vivacious	not_entailment
The conversation is vivacious	The conversation is lively.	entailment
The movie is interesting.	The movie is fascinating	not_entailment
The movie is fascinating	The movie is interesting.	entailment
The rain is damp.	The rain is wet	not_entailment
The rain is wet	The rain is damp.	entailment
The walker is necessary.	The walker is essential	not_entailment
The walker is essential	The walker is necessary.	entailment
The tone is scary.	The tone is frightening	not_entailment
The tone is frightening	The tone is scary.	entailment
The potential is plenty.	The potential is abundant	not_entailment
The potential is abundant	The potential is plenty.	entailment
The lion is tired.	The lion is exhausted	not_entailment
The lion is exhausted	The lion is tired.	entailment
The resistance is necessary.	The resistance is essential	not_entailment
The resistance is essential	The resistance is necessary.	entailment
The chemistry is surprising.	The chemistry is astounding	not_entailment
The chemistry is astounding	The chemistry is surprising.	entailment
The truth is interesting.	The truth is fascinating	not_entailment
The truth is fascinating	The truth is interesting.	entailment
The port is crowded.	The port is packed	not_entailment
The port is packed	The port is crowded.	entailment
The administration is disappointed.	The administration is frustrated	not_entailment
The administration is frustrated	The administration is disappointed.	entailment
The result is ugly.	The result is hideous	not_entailment
The result is hideous	The result is ugly.	entailment
The title is interesting.	The title is fascinating	not_entailment
The title is fascinating	The title is interesting.	entailment
The challenge is tough.	The challenge is formidable	not_entailment
The challenge is formidable	The challenge is tough.	entailment
The villa is mature.	The villa is ripe	not_entailment
The villa is ripe	The villa is mature.	entailment
The comparison is misleading.	The comparison is deceptive	not_entailment
The comparison is deceptive	The comparison is misleading.	entailment
The blood is thin.	The blood is skinny	not_entailment
The blood is skinny	The blood is thin.	entailment
The world is wise.	The world is sagacious	not_entailment
The world is sagacious	The world is wise.	entailment
The vat is dry.	The vat is parched	not_entailment
The vat is parched	The vat is dry.	entailment
The grove is dry.	The grove is parched	not_entailment
The grove is parched	The grove is dry.	entailment
The grove is famous.	The grove is notable	not_entailment
The grove is notable	The grove is famous.	entailment
The rest is plenty.	The rest is abundant	not_entailment
The rest is abundant	The rest is plenty.	entailment
The grass is thin.	The grass is skinny	not_entailment
The grass is skinny	The grass is thin.	entailment
The food is good.	The food is excellent	not_entailment
The food is excellent	The food is good.	entailment
The hardware is expensive.	The hardware is exorbitant	not_entailment
The hardware is exorbitant	The hardware is expensive.	entailment
The expression is uncommon.	The expression is rare	not_entailment
The expression is rare	The expression is uncommon.	entailment
The yard is pretty.	The yard is gorgeous	not_entailment
The yard is gorgeous	The yard is pretty.	entailment
The current is positive.	The current is terrific	not_entailment
The current is terrific	The current is positive.	entailment
The treatment is expensive.	The treatment is exorbitant	not_entailment
The treatment is exorbitant	The treatment is expensive.	entailment
The pill is expensive.	The pill is exorbitant	not_entailment
The pill is exorbitant	The pill is expensive.	entailment
The baby is fat.	The baby is obese	not_entailment
The baby is obese	The baby is fat.	entailment
The growth is surprising.	The growth is astounding	not_entailment
The growth is astounding	The growth is surprising.	entailment
The reason is personal.	The reason is private	not_entailment
The reason is private	The reason is personal.	entailment
The ink is wet.	The ink is soaking	not_entailment
The ink is soaking	The ink is wet.	entailment
The diagnosis is uncommon.	The diagnosis is rare	not_entailment
The diagnosis is rare	The diagnosis is uncommon.	entailment
The market is smart.	The market is intelligent	not_entailment
The market is intelligent	The market is smart.	entailment
The personal is personal.	The personal is private	not_entailment
The personal is private	The personal is personal.	entailment
The grove is happy.	The grove is delighted	not_entailment
The grove is delighted	The grove is happy.	entailment
The alexander is disappointed.	The alexander is frustrated	not_entailment
The alexander is frustrated	The alexander is disappointed.	entailment
The field is clean.	The field is spotless	not_entailment
The field is spotless	The field is clean.	entailment
The truth is sad.	The truth is miserable	not_entailment
The truth is miserable	The truth is sad.	entailment
The name is unpleasant.	The name is disgusting	not_entailment
The name is disgusting	The name is unpleasant.	entailment
The beginning is odd.	The beginning is bizarre	not_entailment
The beginning is bizarre	The beginning is odd.	entailment
The drop is quick.	The drop is rapid	not_entailment
The drop is rapid	The drop is quick.	entailment
The space is valuable.	The space is priceless	not_entailment
The space is priceless	The space is valuable.	entailment
The road is quiet.	The road is silent	not_entailment
The road is silent	The road is quiet.	entailment
The whole is necessary.	The whole is essential	not_entailment
The whole is essential	The whole is necessary.	entailment
The franchise is valuable.	The franchise is priceless	not_entailment
The franchise is priceless	The franchise is valuable.	entailment
The housing is poor.	The housing is indigent	not_entailment
The housing is indigent	The housing is poor.	entailment
The community is tired.	The community is exhausted	not_entailment
The community is exhausted	The community is tired.	entailment
The flow is efficient.	The flow is optimum	not_entailment
The flow is optimum	The flow is efficient.	entailment
The cost is awful.	The cost is dreadful	not_entailment
The cost is dreadful	The cost is awful.	entailment
The world is unpleasant.	The world is disgusting	not_entailment
The world is disgusting	The world is unpleasant.	entailment
The booty is fat.	The booty is obese	not_entailment
The booty is obese	The booty is fat.	entailment
The other is ugly.	The other is hideous	not_entailment
The other is hideous	The other is ugly.	entailment
The number is plenty.	The number is abundant	not_entailment
The number is abundant	The number is plenty.	entailment
The reed is big.	The reed is gigantic	not_entailment
The reed is gigantic	The reed is big.	entailment
The dvd is dirty.	The dvd is filthy	not_entailment
The dvd is filthy	The dvd is dirty.	entailment
The farmer is angry.	The farmer is furious	not_entailment
The farmer is furious	The farmer is angry.	entailment
The mirror is ugly.	The mirror is hideous	not_entailment
The mirror is hideous	The mirror is ugly.	entailment
The jimmy is dry.	The jimmy is parched	not_entailment
The jimmy is parched	The jimmy is dry.	entailment
The interior is damp.	The interior is wet	not_entailment
The interior is wet	The interior is damp.	entailment
The world is awful.	The world is dreadful	not_entailment
The world is dreadful	The world is awful.	entailment
The camcorder is old.	The camcorder is ancient	not_entailment
The camcorder is ancient	The camcorder is old.	entailment
The rain is wet.	The rain is soaking	not_entailment
The rain is soaking	The rain is wet.	entailment
The taste is awful.	The taste is dreadful	not_entailment
The taste is dreadful	The taste is awful.	entailment
The end is near.	The end is adjacent	not_entailment
The end is adjacent	The end is near.	entailment
The market is dumb.	The market is idiotic	not_entailment
The market is idiotic	The market is dumb.	entailment
The food is tasty.	The food is delicious	not_entailment
The food is delicious	The food is tasty.	entailment
The outlook is weak.	The outlook is feeble	not_entailment
The outlook is feeble	The outlook is weak.	entailment
The reaction is unpleasant.	The reaction is disgusting	not_entailment
The reaction is disgusting	The reaction is unpleasant.	entailment
The species is uncommon.	The species is rare	not_entailment
The species is rare	The species is uncommon.	entailment
The core is weak.	The core is feeble	not_entailment
The core is feeble	The core is weak.	entailment
The result is unusual.	The result is rare	not_entailment
The result is rare	The result is unusual.	entailment
The subject is mature.	The subject is ripe	not_entailment
The subject is ripe	The subject is mature.	entailment
The beam is dim.	The beam is dark	not_entailment
The beam is dark	The beam is dim.	entailment
The area is damp.	The area is wet	not_entailment
The area is wet	The area is damp.	entailment
The neighborhood is nice.	The neighborhood is lovely	not_entailment
The neighborhood is lovely	The neighborhood is nice.	entailment
The village is lively.	The village is vivacious	not_entailment
The village is vivacious	The village is lively.	entailment
The technology is expensive.	The technology is exorbitant	not_entailment
The technology is exorbitant	The technology is expensive.	entailment
The name is appropriate.	The name is perfect	not_entailment
The name is perfect	The name is appropriate.	entailment
The landscape is ugly.	The landscape is hideous	not_entailment
The landscape is hideous	The landscape is ugly.	entailment
The taste is odd.	The taste is bizarre	not_entailment
The taste is bizarre	The taste is odd.	entailment
The king is fat.	The king is obese	not_entailment
The king is obese	The king is fat.	entailment
The brochure is personal.	The brochure is private	not_entailment
The brochure is private	The brochure is personal.	entailment
The flag is misleading.	The flag is deceptive	not_entailment
The flag is deceptive	The flag is misleading.	entailment
The environment is mature.	The environment is ripe	not_entailment
The environment is ripe	The environment is mature.	entailment
The market is hot.	The market is boiling	not_entailment
The market is boiling	The market is hot.	entailment
The gear is expensive.	The gear is exorbitant	not_entailment
The gear is exorbitant	The gear is expensive.	entailment
The wine is sweet.	The wine is sugary	not_entailment
The wine is sugary	The wine is sweet.	entailment
The internet is interesting.	The internet is fascinating	not_entailment
The internet is fascinating	The internet is interesting.	entailment
The memorabilia is odd.	The memorabilia is bizarre	not_entailment
The memorabilia is bizarre	The memorabilia is odd.	entailment
The jewellery is small.	The jewellery is tiny	not_entailment
The jewellery is tiny	The jewellery is small.	entailment
The drug is dangerous.	The drug is risky	not_entailment
The drug is risky	The drug is dangerous.	entailment
The olympic is old.	The olympic is ancient	not_entailment
The olympic is ancient	The olympic is old.	entailment
The doll is creepy.	The doll is scary	not_entailment
The doll is scary	The doll is creepy.	entailment
The show is sad.	The show is miserable	not_entailment
The show is miserable	The show is sad.	entailment
The lamp is dim.	The lamp is dark	not_entailment
The lamp is dark	The lamp is dim.	entailment
The fruit is unusual.	The fruit is rare	not_entailment
The fruit is rare	The fruit is unusual.	entailment
The title is funny.	The title is hilarious	not_entailment
The title is hilarious	The title is funny.	entailment
The feeling is dim.	The feeling is dark	not_entailment
The feeling is dark	The feeling is dim.	entailment
The economy is tough.	The economy is formidable	not_entailment
The economy is formidable	The economy is tough.	entailment
The future is odd.	The future is bizarre	not_entailment
The future is bizarre	The future is odd.	entailment
The lawn is damp.	The lawn is wet	not_entailment
The lawn is wet	The lawn is damp.	entailment
The shopper is hungry.	The shopper is starving	not_entailment
The shopper is starving	The shopper is hungry.	entailment
The villa is sad.	The villa is miserable	not_entailment
The villa is miserable	The villa is sad.	entailment
The biz is funny.	The biz is hilarious	not_entailment
The biz is hilarious	The biz is funny.	entailment
The smith is happy.	The smith is elated	not_entailment
The smith is elated	The smith is happy.	entailment
The plot is interesting.	The plot is fascinating	not_entailment
The plot is fascinating	The plot is interesting.	entailment
The contrast is unpleasant.	The contrast is disgusting	not_entailment
The contrast is disgusting	The contrast is unpleasant.	entailment
The solution is quick.	The solution is rapid	not_entailment
The solution is rapid	The solution is quick.	entailment
The music is pretty.	The music is gorgeous	not_entailment
The music is gorgeous	The music is pretty.	entailment
The plot is bleak.	The plot is desperate	not_entailment
The plot is desperate	The plot is bleak.	entailment
The future is surprising.	The future is astounding	not_entailment
The future is astounding	The future is surprising.	entailment
The interior is dim.	The interior is dark	not_entailment
The interior is dark	The interior is dim.	entailment
The rest is annoying.	The rest is obnoxious	not_entailment
The rest is obnoxious	The rest is annoying.	entailment
The song is funny.	The song is hilarious	not_entailment
The song is hilarious	The song is funny.	entailment
The pool is pretty.	The pool is gorgeous	not_entailment
The pool is gorgeous	The pool is pretty.	entailment
The job is hard.	The job is hopeless	not_entailment
The job is hopeless	The job is hard.	entailment
The place is ugly.	The place is hideous	not_entailment
The place is hideous	The place is ugly.	entailment
The interior is lively.	The interior is vivacious	not_entailment
The interior is vivacious	The interior is lively.	entailment
The oracle is personal.	The oracle is private	not_entailment
The oracle is private	The oracle is personal.	entailment
The move is appropriate.	The move is perfect	not_entailment
The move is perfect	The move is appropriate.	entailment
The alternative is expensive.	The alternative is exorbitant	not_entailment
The alternative is exorbitant	The alternative is expensive.	entailment
The man is smart.	The man is intelligent	not_entailment
The man is intelligent	The man is smart.	entailment
The villa is quiet.	The villa is silent	not_entailment
The villa is silent	The villa is quiet.	entailment
The smith is crazy.	The smith is insane	not_entailment
The smith is insane	The smith is crazy.	entailment
The floor is dim.	The floor is dark	not_entailment
The floor is dark	The floor is dim.	entailment
The roulette is dumb.	The roulette is idiotic	not_entailment
The roulette is idiotic	The roulette is dumb.	entailment
The enemy is annoying.	The enemy is obnoxious	not_entailment
The enemy is obnoxious	The enemy is annoying.	entailment
The place is dim.	The place is dark	not_entailment
The place is dark	The place is dim.	entailment
The theatre is crowded.	The theatre is packed	not_entailment
The theatre is packed	The theatre is crowded.	entailment
The surface is clean.	The surface is spotless	not_entailment
The surface is spotless	The surface is clean.	entailment
The public is concerned.	The public is obsessed	not_entailment
The public is obsessed	The public is concerned.	entailment
The doctor is happy.	The doctor is delighted	not_entailment
The doctor is delighted	The doctor is happy.	entailment
The walker is weak.	The walker is feeble	not_entailment
The walker is feeble	The walker is weak.	entailment
The detail is plenty.	The detail is abundant	not_entailment
The detail is abundant	The detail is plenty.	entailment
The goal is easy.	The goal is effortless	not_entailment
The goal is effortless	The goal is easy.	entailment
The joseph is wise.	The joseph is sagacious	not_entailment
The joseph is sagacious	The joseph is wise.	entailment
The movie is scary.	The movie is frightening	not_entailment
The movie is frightening	The movie is scary.	entailment
The robot is cute.	The robot is gorgeous	not_entailment
The robot is gorgeous	The robot is cute.	entailment
The process is unusual.	The process is rare	not_entailment
The process is rare	The process is unusual.	entailment
The meat is tasty.	The meat is delicious	not_entailment
The meat is delicious	The meat is tasty.	entailment
The memorabilia is famous.	The memorabilia is notable	not_entailment
The memorabilia is notable	The memorabilia is famous.	entailment
The joseph is happy.	The joseph is elated	not_entailment
The joseph is elated	The joseph is happy.	entailment
The assessment is bleak.	The assessment is desperate	not_entailment
The assessment is desperate	The assessment is bleak.	entailment
The safari is long.	The safari is endless	not_entailment
The safari is endless	The safari is long.	entailment
The rock is hard.	The rock is hopeless	not_entailment
The rock is hopeless	The rock is hard.	entailment
The couple is happy.	The couple is elated	not_entailment
The couple is elated	The couple is happy.	entailment
The kill is quick.	The kill is rapid	not_entailment
The kill is rapid	The kill is quick.	entailment
The subject is personal.	The subject is private	not_entailment
The subject is private	The subject is personal.	entailment
The ending is sad.	The ending is miserable	not_entailment
The ending is miserable	The ending is sad.	entailment
The dvd is dangerous.	The dvd is risky	not_entailment
The dvd is risky	The dvd is dangerous.	entailment
The current is weak.	The current is feeble	not_entailment
The current is feeble	The current is weak.	entailment
The creek is dry.	The creek is parched	not_entailment
The creek is parched	The creek is dry.	entailment
The spy is clever.	The spy is brilliant	not_entailment
The spy is brilliant	The spy is clever.	entailment
The teacher is wise.	The teacher is sagacious	not_entailment
The teacher is sagacious	The teacher is wise.	entailment
The customer is annoying.	The customer is obnoxious	not_entailment
The customer is obnoxious	The customer is annoying.	entailment
The scene is scary.	The scene is frightening	not_entailment
The scene is frightening	The scene is scary.	entailment
The difference is ugly.	The difference is hideous	not_entailment
The difference is hideous	The difference is ugly.	entailment
The ring is attractive.	The ring is seductive	not_entailment
The ring is seductive	The ring is attractive.	entailment
The family is happy.	The family is delighted	not_entailment
The family is delighted	The family is happy.	entailment
The sound is creepy.	The sound is scary	not_entailment
The sound is scary	The sound is creepy.	entailment
The beach is quiet.	The beach is silent	not_entailment
The beach is silent	The beach is quiet.	entailment
The class is mature.	The class is ripe	not_entailment
The class is ripe	The class is mature.	entailment
The practice is unusual.	The practice is rare	not_entailment
The practice is rare	The practice is unusual.	entailment
The meal is tasty.	The meal is delicious	not_entailment
The meal is delicious	The meal is tasty.	entailment
The news is good.	The news is excellent	not_entailment
The news is excellent	The news is good.	entailment
The youth is angry.	The youth is furious	not_entailment
The youth is furious	The youth is angry.	entailment
The river is cold.	The river is freezing	not_entailment
The river is freezing	The river is cold.	entailment
The walker is dumb.	The walker is idiotic	not_entailment
The walker is idiotic	The walker is dumb.	entailment
The ending is bleak.	The ending is desperate	not_entailment
The ending is desperate	The ending is bleak.	entailment
The crowd is lively.	The crowd is vivacious	not_entailment
The crowd is vivacious	The crowd is lively.	entailment
The president is capable.	The president is skilled	not_entailment
The president is skilled	The president is capable.	entailment
The christmas is sad.	The christmas is miserable	not_entailment
The christmas is miserable	The christmas is sad.	entailment
The world is ugly.	The world is hideous	not_entailment
The world is hideous	The world is ugly.	entailment
The detail is interesting.	The detail is fascinating	not_entailment
The detail is fascinating	The detail is interesting.	entailment
The potter is famous.	The potter is notable	not_entailment
The potter is notable	The potter is famous.	entailment
The technique is easy.	The technique is effortless	not_entailment
The technique is effortless	The technique is easy.	entailment
The alternative is easy.	The alternative is effortless	not_entailment
The alternative is effortless	The alternative is easy.	entailment
The beer is cold.	The beer is freezing	not_entailment
The beer is freezing	The beer is cold.	entailment
The fish is tasty.	The fish is delicious	not_entailment
The fish is delicious	The fish is tasty.	entailment
The technology is efficient.	The technology is optimum	not_entailment
The technology is optimum	The technology is efficient.	entailment
The story is surprising.	The story is astounding	not_entailment
The story is astounding	The story is surprising.	entailment
The corn is sweet.	The corn is sugary	not_entailment
The corn is sugary	The corn is sweet.	entailment
The ocean is sad.	The ocean is miserable	not_entailment
The ocean is miserable	The ocean is sad.	entailment
The combination is interesting.	The combination is fascinating	not_entailment
The combination is fascinating	The combination is interesting.	entailment
The tea is cold.	The tea is freezing	not_entailment
The tea is freezing	The tea is cold.	entailment
The behavior is uncommon.	The behavior is rare	not_entailment
The behavior is rare	The behavior is uncommon.	entailment
The pottery is plenty.	The pottery is abundant	not_entailment
The pottery is abundant	The pottery is plenty.	entailment
The mother is angry.	The mother is furious	not_entailment
The mother is furious	The mother is angry.	entailment
The memorabilia is interesting.	The memorabilia is fascinating	not_entailment
The memorabilia is fascinating	The memorabilia is interesting.	entailment
The park is attractive.	The park is seductive	not_entailment
The park is seductive	The park is attractive.	entailment
The tea is tasty.	The tea is delicious	not_entailment
The tea is delicious	The tea is tasty.	entailment
The alexander is poor.	The alexander is indigent	not_entailment
The alexander is indigent	The alexander is poor.	entailment
The queen is fat.	The queen is obese	not_entailment
The queen is obese	The queen is fat.	entailment
The dakota is crowded.	The dakota is packed	not_entailment
The dakota is packed	The dakota is crowded.	entailment
The child is hungry.	The child is starving	not_entailment
The child is starving	The child is hungry.	entailment
The villa is smart.	The villa is intelligent	not_entailment
The villa is intelligent	The villa is smart.	entailment
The memorabilia is old.	The memorabilia is ancient	not_entailment
The memorabilia is ancient	The memorabilia is old.	entailment
The florist is personal.	The florist is private	not_entailment
The florist is private	The florist is personal.	entailment
The approach is clever.	The approach is brilliant	not_entailment
The approach is brilliant	The approach is clever.	entailment
The theory is interesting.	The theory is fascinating	not_entailment
The theory is fascinating	The theory is interesting.	entailment
The heart is fat.	The heart is obese	not_entailment
The heart is obese	The heart is fat.	entailment
The reed is long.	The reed is endless	not_entailment
The reed is endless	The reed is long.	entailment
The poster is misleading.	The poster is deceptive	not_entailment
The poster is deceptive	The poster is misleading.	entailment
The sand is damp.	The sand is wet	not_entailment
The sand is wet	The sand is damp.	entailment
The room is lively.	The room is vivacious	not_entailment
The room is vivacious	The room is lively.	entailment
The problem is expensive.	The problem is exorbitant	not_entailment
The problem is exorbitant	The problem is expensive.	entailment
The phrase is uncommon.	The phrase is rare	not_entailment
The phrase is rare	The phrase is uncommon.	entailment
The earth is dumb.	The earth is idiotic	not_entailment
The earth is idiotic	The earth is dumb.	entailment
The beach is dirty.	The beach is filthy	not_entailment
The beach is filthy	The beach is dirty.	entailment
The word is annoying.	The word is obnoxious	not_entailment
The word is obnoxious	The word is annoying.	entailment
The end is bleak.	The end is desperate	not_entailment
The end is desperate	The end is bleak.	entailment
The conclusion is violent.	The conclusion is murderous	not_entailment
The conclusion is murderous	The conclusion is violent.	entailment
The smith is tough.	The smith is formidable	not_entailment
The smith is formidable	The smith is tough.	entailment
The boy is clever.	The boy is brilliant	not_entailment
The boy is brilliant	The boy is clever.	entailment
The opportunity is big.	The opportunity is gigantic	not_entailment
The opportunity is gigantic	The opportunity is big.	entailment
The interior is attractive.	The interior is seductive	not_entailment
The interior is seductive	The interior is attractive.	entailment
The sky is cold.	The sky is freezing	not_entailment
The sky is freezing	The sky is cold.	entailment
The gnome is sad.	The gnome is miserable	not_entailment
The gnome is miserable	The gnome is sad.	entailment
The environment is bleak.	The environment is desperate	not_entailment
The environment is desperate	The environment is bleak.	entailment
The country is dumb.	The country is idiotic	not_entailment
The country is idiotic	The country is dumb.	entailment
The lack is annoying.	The lack is obnoxious	not_entailment
The lack is obnoxious	The lack is annoying.	entailment
The scope is appropriate.	The scope is perfect	not_entailment
The scope is perfect	The scope is appropriate.	entailment
The experience is personal.	The experience is private	not_entailment
The experience is private	The experience is personal.	entailment
The vista is nice.	The vista is lovely	not_entailment
The vista is lovely	The vista is nice.	entailment
The system is weak.	The system is feeble	not_entailment
The system is feeble	The system is weak.	entailment
The picture is misleading.	The picture is deceptive	not_entailment
The picture is deceptive	The picture is misleading.	entailment
The cost is annoying.	The cost is obnoxious	not_entailment
The cost is obnoxious	The cost is annoying.	entailment
The process is valuable.	The process is priceless	not_entailment
The process is priceless	The process is valuable.	entailment
The duke is happy.	The duke is delighted	not_entailment
The duke is delighted	The duke is happy.	entailment
The ending is violent.	The ending is murderous	not_entailment
The ending is murderous	The ending is violent.	entailment
The life is hard.	The life is hopeless	not_entailment
The life is hopeless	The life is hard.	entailment
The house is clean.	The house is spotless	not_entailment
The house is spotless	The house is clean.	entailment
The word is plenty.	The word is abundant	not_entailment
The word is abundant	The word is plenty.	entailment
The camcorder is expensive.	The camcorder is exorbitant	not_entailment
The camcorder is exorbitant	The camcorder is expensive.	entailment
The wine is dry.	The wine is parched	not_entailment
The wine is parched	The wine is dry.	entailment
The math is clever.	The math is brilliant	not_entailment
The math is brilliant	The math is clever.	entailment
The judge is wise.	The judge is sagacious	not_entailment
The judge is sagacious	The judge is wise.	entailment
The title is appropriate.	The title is perfect	not_entailment
The title is perfect	The title is appropriate.	entailment
The experiment is interesting.	The experiment is fascinating	not_entailment
The experiment is fascinating	The experiment is interesting.	entailment
The commentary is personal.	The commentary is private	not_entailment
The commentary is private	The commentary is personal.	entailment
The context is interesting.	The context is fascinating	not_entailment
The context is fascinating	The context is interesting.	entailment
The technology is capable.	The technology is skilled	not_entailment
The technology is skilled	The technology is capable.	entailment
The fruit is pretty.	The fruit is gorgeous	not_entailment
The fruit is gorgeous	The fruit is pretty.	entailment
The computer is dumb.	The computer is idiotic	not_entailment
The computer is idiotic	The computer is dumb.	entailment
The canyon is pretty.	The canyon is gorgeous	not_entailment
The canyon is gorgeous	The canyon is pretty.	entailment
The climate is bleak.	The climate is desperate	not_entailment
The climate is desperate	The climate is bleak.	entailment
The pottery is hard.	The pottery is hopeless	not_entailment
The pottery is hopeless	The pottery is hard.	entailment
