premise	hypothesis
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 460 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 470 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 480 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 490 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 500 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 510 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 520 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 530 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 540 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 550 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 560 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 570 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 580 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 590 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 600 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 610 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 620 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 630 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 640 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 650 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 660 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 670 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 680 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 690 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 700 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 710 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 720 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 730 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 740 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 750 cm tree is tall.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 160 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 170 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 180 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 190 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 200 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 210 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 220 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 230 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 240 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 250 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 260 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 270 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 280 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 290 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 300 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 310 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 320 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 330 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 340 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 350 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 360 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 370 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 380 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 390 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 400 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 410 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 420 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 430 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 440 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 450 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 460 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 470 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 480 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 490 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 500 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 510 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 520 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 530 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 540 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 550 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 560 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 570 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 580 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 590 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 600 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 610 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 620 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 630 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 640 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 650 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 660 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 670 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 680 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 690 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 700 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 710 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 720 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 730 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 740 cm tree is short.
The tallest tree in the world is 650 cm. The shortest tree in the world is 260 cm.	A 750 cm tree is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 20 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 22 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 24 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 26 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 28 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 30 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 32 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 34 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 36 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 38 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 40 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 42 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 44 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 46 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 48 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 50 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 52 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 54 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 56 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 58 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 60 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 62 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 64 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 66 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 68 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 70 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 72 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 74 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 76 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 78 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 80 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 82 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 84 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 86 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 88 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 90 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 92 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 94 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 96 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 98 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 100 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 102 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 104 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 106 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 108 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 110 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 112 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 114 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 116 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 118 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 120 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 122 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 124 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 126 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 128 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 130 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 132 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 134 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 136 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 138 cm grass is tall.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 20 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 22 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 24 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 26 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 28 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 30 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 32 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 34 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 36 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 38 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 40 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 42 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 44 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 46 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 48 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 50 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 52 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 54 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 56 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 58 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 60 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 62 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 64 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 66 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 68 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 70 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 72 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 74 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 76 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 78 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 80 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 82 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 84 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 86 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 88 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 90 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 92 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 94 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 96 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 98 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 100 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 102 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 104 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 106 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 108 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 110 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 112 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 114 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 116 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 118 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 120 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 122 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 124 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 126 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 128 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 130 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 132 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 134 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 136 cm grass is short.
The tallest grass in the world is 118 cm. The shortest grass in the world is 40 cm.	A 138 cm grass is short.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 40 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 42 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 44 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 46 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 48 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 50 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 52 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 54 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 56 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 58 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 60 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 62 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 64 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 66 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 68 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 70 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 72 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 74 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 76 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 78 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 80 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 82 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 84 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 86 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 88 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 90 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 92 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 94 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 96 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 98 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 100 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 102 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 104 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 106 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 108 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 110 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 112 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 114 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 116 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 118 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 120 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 122 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 124 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 126 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 128 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 130 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 132 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 134 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 136 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 138 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 140 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 142 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 144 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 146 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 148 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 150 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 152 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 154 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 156 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 158 cm oak is tall.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 40 cm oak is short.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 42 cm oak is short.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 44 cm oak is short.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 46 cm oak is short.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 48 cm oak is short.
The tallest oak in the world is 138 cm. The shortest oak in the world is 60 cm.	A 50 cm oak is short.
