premise	hypothesis
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 212 cm buffalo is not short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 216 cm buffalo is not short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 220 cm buffalo is not short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 224 cm buffalo is not short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 228 cm buffalo is not short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 232 cm buffalo is not short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 236 cm buffalo is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 100 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 104 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 108 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 112 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 116 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 120 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 124 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 128 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 132 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 136 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 140 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 144 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 148 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 152 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 156 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 160 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 164 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 168 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 172 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 176 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 180 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 184 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 188 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 192 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 196 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 200 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 204 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 208 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 212 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 216 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 220 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 224 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 228 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 232 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 236 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 240 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 244 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 248 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 252 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 256 cm lady is not tall.
A 220 cm lady is tall. A 140 cm lady is short.	A 100 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 104 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 108 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 112 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 116 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 120 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 124 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 128 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 132 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 136 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 140 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 144 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 148 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 152 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 156 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 160 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 164 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 168 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 172 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 176 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 180 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 184 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 188 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 192 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 196 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 200 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 204 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 208 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 212 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 216 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 220 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 224 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 228 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 232 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 236 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 240 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 244 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 248 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 252 cm lady is not short.
A 220 cm lady is tall. A 140 cm lady is short.	A 256 cm lady is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 50 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 53 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 56 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 59 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 62 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 65 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 68 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 71 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 74 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 77 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 80 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 83 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 86 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 89 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 92 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 95 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 98 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 101 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 104 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 107 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 110 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 113 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 116 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 119 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 122 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 125 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 128 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 131 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 134 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 137 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 140 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 143 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 146 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 149 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 152 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 155 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 158 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 161 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 164 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 167 cm dog is not tall.
A 140 cm dog is tall. A 80 cm dog is short.	A 50 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 53 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 56 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 59 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 62 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 65 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 68 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 71 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 74 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 77 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 80 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 83 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 86 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 89 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 92 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 95 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 98 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 101 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 104 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 107 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 110 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 113 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 116 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 119 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 122 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 125 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 128 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 131 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 134 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 137 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 140 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 143 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 146 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 149 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 152 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 155 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 158 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 161 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 164 cm dog is not short.
A 140 cm dog is tall. A 80 cm dog is short.	A 167 cm dog is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 180 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 187 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 194 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 201 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 208 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 215 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 222 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 229 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 236 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 243 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 250 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 257 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 264 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 271 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 278 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 285 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 292 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 299 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 306 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 313 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 320 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 327 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 334 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 341 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 348 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 355 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 362 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 369 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 376 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 383 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 390 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 397 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 404 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 411 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 418 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 425 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 432 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 439 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 446 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 453 cm jaguar is not long.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 180 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 187 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 194 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 201 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 208 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 215 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 222 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 229 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 236 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 243 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 250 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 257 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 264 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 271 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 278 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 285 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 292 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 299 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 306 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 313 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 320 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 327 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 334 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 341 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 348 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 355 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 362 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 369 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 376 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 383 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 390 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 397 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 404 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 411 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 418 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 425 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 432 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 439 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 446 cm jaguar is not short.
A 390 cm jaguar is long. A 250 cm jaguar is short.	A 453 cm jaguar is not short.
A 90 cm chair is tall. A 50 cm chair is short.	A 30 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 32 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 34 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 36 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 38 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 40 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 42 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 44 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 46 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 48 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 50 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 52 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 54 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 56 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 58 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 60 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 62 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 64 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 66 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 68 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 70 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 72 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 74 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 76 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 78 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 80 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 82 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 84 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 86 cm chair is not tall.
A 90 cm chair is tall. A 50 cm chair is short.	A 88 cm chair is not tall.
