premise	hypothesis
A 140 cm quilt is long. A 80 cm quilt is short.	A 104 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 107 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 110 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 113 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 116 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 119 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 122 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 125 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 128 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 131 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 134 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 137 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 140 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 143 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 146 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 149 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 152 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 155 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 158 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 161 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 164 cm quilt is very short.
A 140 cm quilt is long. A 80 cm quilt is short.	A 167 cm quilt is very short.
A 600 m church is tall. A 400 m church is short.	A 300 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 310 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 320 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 330 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 340 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 350 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 360 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 370 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 380 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 390 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 400 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 410 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 420 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 430 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 440 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 450 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 460 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 470 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 480 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 490 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 500 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 510 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 520 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 530 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 540 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 550 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 560 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 570 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 580 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 590 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 600 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 610 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 620 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 630 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 640 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 650 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 660 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 670 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 680 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 690 m church is very tall.
A 600 m church is tall. A 400 m church is short.	A 300 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 310 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 320 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 330 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 340 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 350 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 360 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 370 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 380 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 390 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 400 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 410 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 420 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 430 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 440 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 450 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 460 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 470 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 480 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 490 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 500 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 510 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 520 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 530 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 540 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 550 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 560 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 570 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 580 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 590 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 600 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 610 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 620 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 630 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 640 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 650 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 660 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 670 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 680 m church is very short.
A 600 m church is tall. A 400 m church is short.	A 690 m church is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 440 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 455 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 470 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 485 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 500 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 515 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 530 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 545 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 560 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 575 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 590 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 605 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 620 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 635 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 650 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 665 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 680 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 695 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 710 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 725 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 740 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 755 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 770 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 785 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 800 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 815 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 830 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 845 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 860 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 875 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 890 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 905 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 920 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 935 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 950 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 965 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 980 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 995 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 1010 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 1025 cm lobby is very long.
A 890 cm lobby is long. A 590 cm lobby is short.	A 440 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 455 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 470 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 485 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 500 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 515 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 530 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 545 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 560 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 575 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 590 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 605 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 620 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 635 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 650 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 665 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 680 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 695 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 710 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 725 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 740 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 755 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 770 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 785 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 800 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 815 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 830 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 845 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 860 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 875 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 890 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 905 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 920 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 935 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 950 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 965 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 980 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 995 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 1010 cm lobby is very short.
A 890 cm lobby is long. A 590 cm lobby is short.	A 1025 cm lobby is very short.
A 120 cm roof is high. A 80 cm roof is low.	A 60 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 62 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 64 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 66 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 68 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 70 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 72 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 74 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 76 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 78 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 80 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 82 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 84 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 86 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 88 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 90 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 92 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 94 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 96 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 98 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 100 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 102 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 104 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 106 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 108 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 110 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 112 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 114 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 116 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 118 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 120 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 122 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 124 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 126 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 128 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 130 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 132 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 134 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 136 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 138 cm roof is very high.
A 120 cm roof is high. A 80 cm roof is low.	A 60 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 62 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 64 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 66 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 68 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 70 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 72 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 74 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 76 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 78 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 80 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 82 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 84 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 86 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 88 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 90 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 92 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 94 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 96 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 98 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 100 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 102 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 104 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 106 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 108 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 110 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 112 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 114 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 116 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 118 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 120 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 122 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 124 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 126 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 128 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 130 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 132 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 134 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 136 cm roof is very low.
A 120 cm roof is high. A 80 cm roof is low.	A 138 cm roof is very low.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 80 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 84 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 88 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 92 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 96 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 100 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 104 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 108 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 112 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 116 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 120 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 124 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 128 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 132 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 136 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 140 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 144 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 148 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 152 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 156 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 160 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 164 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 168 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 172 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 176 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 180 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 184 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 188 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 192 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 196 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 200 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 204 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 208 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 212 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 216 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 220 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 224 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 228 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 232 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 236 cm buffalo is very tall.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 80 cm buffalo is very short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 84 cm buffalo is very short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 88 cm buffalo is very short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 92 cm buffalo is very short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 96 cm buffalo is very short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 100 cm buffalo is very short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 104 cm buffalo is very short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 108 cm buffalo is very short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 112 cm buffalo is very short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 116 cm buffalo is very short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 120 cm buffalo is very short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 124 cm buffalo is very short.
A 200 cm buffalo is tall. A 120 cm buffalo is short.	A 128 cm buffalo is very short.
