premise	hypothesis
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 8865 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9002 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9139 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9276 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9413 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9550 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9687 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9824 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9961 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 10098 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 10235 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 10372 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 10509 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 10646 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 10783 g kitty is not heavy.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 2700 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 2837 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 2974 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 3111 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 3248 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 3385 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 3522 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 3659 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 3796 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 3933 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 4070 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 4207 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 4344 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 4481 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 4618 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 4755 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 4892 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 5029 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 5166 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 5303 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 5440 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 5577 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 5714 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 5851 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 5988 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 6125 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 6262 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 6399 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 6536 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 6673 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 6810 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 6947 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 7084 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 7221 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 7358 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 7495 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 7632 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 7769 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 7906 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 8043 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 8180 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 8317 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 8454 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 8591 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 8728 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 8865 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9002 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9139 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9276 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9413 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9550 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9687 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9824 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 9961 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 10098 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 10235 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 10372 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 10509 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 10646 g kitty is not light.
A 8180 g kitty is heavy. A 5440 g kitty is light.	A 10783 g kitty is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 1630 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 1712 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 1794 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 1876 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 1958 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2040 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2122 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2204 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2286 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2368 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2450 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2532 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2614 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2696 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2778 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2860 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2942 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3024 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3106 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3188 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3270 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3352 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3434 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3516 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3598 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3680 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3762 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3844 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3926 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4008 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4090 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4172 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4254 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4336 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4418 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4500 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4582 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4664 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4746 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4828 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4910 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4992 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5074 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5156 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5238 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5320 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5402 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5484 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5566 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5648 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5730 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5812 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5894 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5976 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 6058 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 6140 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 6222 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 6304 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 6386 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 6468 g fox is not heavy.
A 4910 g fox is heavy. A 3270 g fox is light.	A 1630 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 1712 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 1794 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 1876 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 1958 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2040 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2122 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2204 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2286 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2368 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2450 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2532 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2614 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2696 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2778 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2860 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 2942 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3024 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3106 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3188 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3270 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3352 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3434 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3516 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3598 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3680 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3762 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3844 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 3926 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4008 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4090 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4172 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4254 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4336 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4418 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4500 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4582 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4664 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4746 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4828 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4910 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 4992 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5074 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5156 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5238 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5320 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5402 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5484 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5566 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5648 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5730 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5812 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5894 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 5976 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 6058 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 6140 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 6222 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 6304 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 6386 g fox is not light.
A 4910 g fox is heavy. A 3270 g fox is light.	A 6468 g fox is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2200 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2310 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2420 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2530 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2640 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2750 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2860 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2970 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3080 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3190 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3300 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3410 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3520 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3630 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3740 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3850 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3960 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4070 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4180 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4290 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4400 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4510 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4620 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4730 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4840 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4950 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5060 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5170 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5280 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5390 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5500 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5610 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5720 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5830 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5940 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6050 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6160 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6270 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6380 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6490 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6600 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6710 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6820 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6930 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 7040 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 7150 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 7260 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 7370 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 7480 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 7590 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 7700 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 7810 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 7920 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 8030 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 8140 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 8250 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 8360 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 8470 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 8580 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 8690 g penguin is not heavy.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2200 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2310 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2420 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2530 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2640 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2750 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2860 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 2970 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3080 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3190 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3300 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3410 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3520 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3630 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3740 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3850 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 3960 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4070 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4180 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4290 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4400 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4510 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4620 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4730 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4840 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 4950 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5060 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5170 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5280 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5390 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5500 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5610 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5720 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5830 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 5940 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6050 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6160 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6270 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6380 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6490 g penguin is not light.
A 6600 g penguin is heavy. A 4400 g penguin is light.	A 6600 g penguin is not light.
