premise	hypothesis
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 526 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 552 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 578 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 604 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 630 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 656 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 682 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 708 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 734 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 760 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 786 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 812 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 838 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 864 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 890 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 916 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 942 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 968 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 994 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1020 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1046 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1072 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1098 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1124 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1150 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1176 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1202 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1228 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1254 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1280 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1306 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1332 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1358 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1384 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1410 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1436 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1462 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1488 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1514 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1540 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1566 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1592 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1618 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1644 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1670 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1696 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1722 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1748 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1774 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1800 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1826 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1852 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1878 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1904 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1930 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1956 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1982 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 2008 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 2034 g carpet is heavy.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 500 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 526 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 552 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 578 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 604 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 630 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 656 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 682 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 708 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 734 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 760 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 786 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 812 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 838 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 864 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 890 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 916 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 942 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 968 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 994 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1020 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1046 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1072 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1098 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1124 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1150 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1176 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1202 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1228 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1254 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1280 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1306 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1332 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1358 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1384 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1410 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1436 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1462 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1488 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1514 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1540 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1566 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1592 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1618 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1644 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1670 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1696 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1722 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1748 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1774 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1800 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1826 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1852 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1878 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1904 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1930 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1956 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 1982 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 2008 g carpet is light.
A 1540 g carpet is heavy. A 1020 g carpet is light.	A 2034 g carpet is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 2800 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 2940 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 3080 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 3220 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 3360 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 3500 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 3640 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 3780 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 3920 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 4060 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 4200 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 4340 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 4480 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 4620 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 4760 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 4900 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 5040 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 5180 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 5320 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 5460 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 5600 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 5740 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 5880 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 6020 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 6160 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 6300 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 6440 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 6580 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 6720 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 6860 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7000 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7140 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7280 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7420 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7560 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7700 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7840 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7980 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 8120 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 8260 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 8400 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 8540 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 8680 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 8820 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 8960 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 9100 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 9240 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 9380 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 9520 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 9660 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 9800 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 9940 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 10080 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 10220 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 10360 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 10500 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 10640 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 10780 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 10920 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 11060 g dryer is heavy.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 2800 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 2940 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 3080 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 3220 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 3360 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 3500 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 3640 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 3780 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 3920 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 4060 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 4200 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 4340 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 4480 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 4620 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 4760 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 4900 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 5040 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 5180 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 5320 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 5460 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 5600 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 5740 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 5880 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 6020 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 6160 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 6300 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 6440 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 6580 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 6720 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 6860 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7000 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7140 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7280 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7420 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7560 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7700 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7840 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 7980 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 8120 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 8260 g dryer is light.
A 8400 g dryer is heavy. A 5600 g dryer is light.	A 8400 g dryer is light.
